company_name,phone,full_address,address_line1,city,state,zip,county,license_number,license_status,license_expiration,contact_name,website,has_website,website_lookup,source,verified_date,phone_valid,phone_e164,phone_national,phone_line_type,phone_region,phone_area_code,phone_flags,phone_validation_status,google_name,google_address,google_phone,google_website,google_maps_url,crossref_status,crossref_confidence,crossref_notes,recommended_phone,recommended_address,phone_match,city_match,address_match
HOLMES PLUMBING,(806) 983-1251,"1432 CR 242, FLOYDADA, TX 79235",1432 CR 242,FLOYDADA,TX,79235,FLOYD,37210,Current,03/31/2027,STEVEN HOLMES,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18069831251,(806) 983-1251,landline_or_mobile,"Floydada, TX",806,,valid,,,,,https://www.google.com/maps/search/?api=1&query=HOLMES+PLUMBING+1432+CR+242+TX,no_google_listing,low,Google Places: no matching listing found,(806) 983-1251,"1432 CR 242, FLOYDADA, TX 79235",,,
POST HEATING & AIR,(806) 495-2591,"P O BOX 429, POST, TX 79356",P O BOX 429,POST,TX,79356,GARZA,17873,Current,09/30/2026,JAMES VOSS,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18064952591,(806) 495-2591,landline_or_mobile,"Post, TX",806,po_box_address,valid_with_flags,,,,,https://www.google.com/maps/search/?api=1&query=POST+HEATING+%26+AIR+P+O+BOX+429+TX,no_google_listing,low,Google Places: no matching listing found,(806) 495-2591,"P O BOX 429, POST, TX 79356",,,
ABETTER PLUMBER,(281) 360-1111,"PO BOX 632, JUNCTION, TX 76849",PO BOX 632,JUNCTION,TX,76849,KIMBLE,14927,Current,09/30/2026,EDWARD KELLEY,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12813601111,(281) 360-1111,landline_or_mobile,"Kingwood, TX",281,po_box_address,valid_with_flags,Abetter Plumbing Co. llc,"125 E Monroe St, Carlton, OR 97111",(503) 437-1213,http://www.abetterplumbingcompany.org/,https://maps.google.com/?cid=8058805889282802016&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (281) 360-1111 vs Google (503) 437-1213; TSBPE PO box; prefer Google street address; Google website: http://www.abetterplumbingcompany.org/; Manual review recommended,(503) 437-1213,"125 E Monroe St, Carlton, OR 97111",no,no,no
BLUE SKY PLUMBING CORPORATION,(806) 543-5325,"607 3RD PO BOX 91, LORENZO, TX 79343",607 3RD PO BOX 91,LORENZO,TX,79343,CROSBY,36469,Current,10/31/2026,ERIC HURST,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18065435325,(806) 543-5325,landline_or_mobile,Texas,806,po_box_address,valid_with_flags,"Blue Sky Plumbing, Heating, Cooling & Electric","9830 Interstate 70 Frontage Rd S, Wheat Ridge, CO 80033",(303) 238-5900,https://www.blueskyplumbing.com/wheat-ridge/?utm_souce=Google&utm_medium=GMB&utm_campaign=GBP-BlueSky-Wheat%20Ridge,https://maps.google.com/?cid=3032333373286629470&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (806) 543-5325 vs Google (303) 238-5900; TSBPE PO box; prefer Google street address; Google website: https://www.blueskyplumbing.com/wheat-ridge/?utm_souce=Google&utm_medium=GMB&utm_campaign=GBP-BlueSky-Wheat%20Ridge; Manual review recommended,(303) 238-5900,"9830 Interstate 70 Frontage Rd S, Wheat Ridge, CO 80033",no,no,no
TOLEDO PLUMBING,(409) 275-9567,"649 WINDCREST DR, SAN AUGUSTINE, TX 75972",649 WINDCREST DR,SAN AUGUSTINE,TX,75972,SAN AUGUSTINE,10833,Current,10/31/2026,JOE OSBORNE,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+14092759567,(409) 275-9567,landline_or_mobile,Texas,409,,valid,Toledo Plumbing & Heating Inc,"17 Vreeland St, Lodi, NJ 07644",(201) 933-0122,https://toledoplumbingandheating.com/,https://maps.google.com/?cid=708877855797007307&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (409) 275-9567 vs Google (201) 933-0122; Address differs; prefer Google street address; Google website: https://toledoplumbingandheating.com/; Manual review recommended,(201) 933-0122,"17 Vreeland St, Lodi, NJ 07644",no,no,no
PENNINGTON MECHANICAL LLC,(214) 529-7127,"PO BOX 191, WHEELER, TX 79096",PO BOX 191,WHEELER,TX,79096,WHEELER,41463,Current,09/30/2026,TERRY PETCHINSKY,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12145297127,(214) 529-7127,landline_or_mobile,Texas,214,po_box_address,valid_with_flags,Pennington Mechanical LLC,"12054 Beaver Creek Ln, Anna, TX 75409",(214) 288-8021,,https://maps.google.com/?cid=2446620554775438231&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (214) 529-7127 vs Google (214) 288-8021; TSBPE PO box; prefer Google street address; Manual review recommended,(214) 288-8021,"12054 Beaver Creek Ln, Anna, TX 75409",no,no,no
PK'S PLUMBING HEATING & AC INC,(806) 689-2025,"P.O. BOX 38, AFTON, TX 79220",P.O. BOX 38,AFTON,TX,79220,DICKENS,8951,Current,05/31/2027,PHILLIP KERR,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18066892025,(806) 689-2025,landline_or_mobile,Texas,806,po_box_address,valid_with_flags,,,,,https://www.google.com/maps/search/?api=1&query=PK%27S+PLUMBING+HEATING+%26+AC+INC+P.O.+BOX+38+TX,no_google_listing,low,Google Places: no matching listing found,(806) 689-2025,"P.O. BOX 38, AFTON, TX 79220",,,
TRIPLE C MECHANICAL,(806) 264-0544,"1111 WEST 9TH ST, LITTLEFIELD, TX 79339",1111 WEST 9TH ST,LITTLEFIELD,TX,79339,LAMB,18179,Current,11/30/2026,ALTON COX,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18062640544,(806) 264-0544,landline_or_mobile,Texas,806,,valid,Triple C Mechanical,"1145 Commerce St, Petersburg, VA 23803",(804) 732-5419,,https://maps.google.com/?cid=1774564373656973595&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (806) 264-0544 vs Google (804) 732-5419; Address differs; prefer Google street address; Manual review recommended,(804) 732-5419,"1145 Commerce St, Petersburg, VA 23803",no,no,no
BARMORE ENTERPRISES INC,(432) 447-2513,"2203 W. 3RD PO BOX 432, BARMORE ENTERPRISES, PECOS, TX 79772",2203 W. 3RD PO BOX 432,PECOS,TX,79772,REEVES,37805,Current,11/30/2026,RANDEL BARMORE,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+14324472513,(432) 447-2513,landline_or_mobile,"Pecos, TX",432,po_box_address,valid_with_flags,"Barmore Enterprises, Inc.","2203 W 3rd St, Pecos, TX 79772",(432) 447-2513,http://www.bei20.com/,https://maps.google.com/?cid=15431635239820282798&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; TSBPE PO box; prefer Google street address; Google website: http://www.bei20.com/,(432) 447-2513,"2203 W 3rd St, Pecos, TX 79772",yes,yes,no
1836 PLUMBING LLC,(512) 988-7075,"2402 B WEST WALLACE STREET, SAN SABA, TX 76877",2402 B WEST WALLACE STREET,SAN SABA,TX,76877,SAN SABA,44432,Current,03/31/2027,KEITH HACKLEMAN,https://www.1836plumbing.com,True,domain_phone_verified,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+15129887075,(512) 988-7075,landline_or_mobile,Texas,512,,valid,1836 Plumbing LLC,"2402B W Wallace St, San Saba, TX 76877",(325) 248-1485,,https://maps.google.com/?cid=15590025415553319545&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone mismatch: TSBPE (512) 988-7075 vs Google (325) 248-1485; Address matches TSBPE and Google,(325) 248-1485,"2402 B WEST WALLACE STREET, SAN SABA, TX 76877",no,yes,yes
KRAATZ PLUMBING,(325) 977-0008,"610  N. FANNIN ST., WINTERS, TX 79567",610  N. FANNIN ST.,WINTERS,TX,79567,RUNNELS,12351,Current,02/28/2027,DENNY HEATHCOTT,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+13259770008,(325) 977-0008,landline_or_mobile,Texas,325,,valid,Kraatz Plumbing Shop,"610 Fannin St, Winters, TX 79567",(325) 754-4816,,https://maps.google.com/?cid=9427501551067744544&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone mismatch: TSBPE (325) 977-0008 vs Google (325) 754-4816; Address matches TSBPE and Google,(325) 754-4816,"610  N. FANNIN ST., WINTERS, TX 79567",no,yes,yes
DIAMOND D MECHANICAL INC,(325) 453-4437,"P O BOX 678, ROBERT LEE, TX 76945",P O BOX 678,ROBERT LEE,TX,76945,COKE,38009,Current,04/30/2027,OTIS HARDING,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+13254534437,(325) 453-4437,landline_or_mobile,Texas,325,po_box_address,valid_with_flags,"Diamond D Mechanical, Inc","1194 US-82, Brownfield, TX 79316",(806) 585-6660,,https://maps.google.com/?cid=12693490441986552139&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (325) 453-4437 vs Google (806) 585-6660; TSBPE PO box; prefer Google street address; Manual review recommended,(806) 585-6660,"1194 US-82, Brownfield, TX 79316",no,no,no
J DEE MECHANICAL,(432) 258-3875,"945, ELM STREET, COLORADO CITY, TX 79512",945,COLORADO CITY,TX,79512,MITCHELL,22057,Current,10/31/2026,EMETERIO VILLARREAL GOMEZ,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+14322583875,(432) 258-3875,landline_or_mobile,Texas,432,,valid,,,,,https://www.google.com/maps/search/?api=1&query=J+DEE+MECHANICAL+945+TX,no_google_listing,low,Google Places: no matching listing found,(432) 258-3875,"945, ELM STREET, COLORADO CITY, TX 79512",,,
REDMON PLUMBING,(432) 556-0159,"2304 S. ALICE, MONAHANS, TX 79756",2304 S. ALICE,MONAHANS,TX,79756,WARD,20363,Current,06/30/2026,BILLY REDMON,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+14325560159,(432) 556-0159,landline_or_mobile,Texas,432,,valid,Redman Service Co,"2776 Willow Loop, Kempner, TX 76539",(254) 547-3089,,https://maps.google.com/?cid=17120071801931506308&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (432) 556-0159 vs Google (254) 547-3089; Address differs; prefer Google street address; Manual review recommended,(254) 547-3089,"2776 Willow Loop, Kempner, TX 76539",no,no,no
LONE WOLF PLUMBING LLC,(915) 261-6031,"23602 SITKA SPRUCE DR, KATY, TX 77493",23602 SITKA SPRUCE DR,KATY,TX,77493,HARRIS,39698,Current,05/31/2027,GERARDO ENRIQUEZ,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19152616031,(915) 261-6031,landline_or_mobile,Texas,915,,valid,"Lone Wolf Plumbing, LLC","23602 Sitka Spruce Dr, Katy, TX 77493",(346) 545-7995,https://lonewolfplumbing.com/,https://maps.google.com/?cid=1613407576650751155&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone mismatch: TSBPE (915) 261-6031 vs Google (346) 545-7995; Address matches TSBPE and Google; Google website: https://lonewolfplumbing.com/,(346) 545-7995,"23602 SITKA SPRUCE DR, KATY, TX 77493",no,yes,yes
FRANK SMITH PLUMBING,(214) 912-2768,"214 W CLARENDON DR, DALLAS, TX 75208",214 W CLARENDON DR,DALLAS,TX,75208,DALLAS,16856,Current,03/31/2027,FRANK SMITH,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12149122768,(214) 912-2768,landline_or_mobile,Texas,214,,valid,Smith Plumbing Company,"402 NW 17th St, Grand Prairie, TX 75050",(972) 445-9105,https://www.smithplumbingdfw.com/,https://maps.google.com/?cid=3952660009753840358&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (214) 912-2768 vs Google (972) 445-9105; Address differs; prefer Google street address; Google website: https://www.smithplumbingdfw.com/; Manual review recommended,(972) 445-9105,"402 NW 17th St, Grand Prairie, TX 75050",no,no,no
TRI DAL LLC & AFFILIATES,(817) 319-5141,"540  COMMERCE ST, SOUTHLAKE, TX 76092",540  COMMERCE ST,SOUTHLAKE,TX,76092,TARRANT,38937,Current,05/31/2027,EDDIE THOMAS,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18173195141,(817) 319-5141,landline_or_mobile,Texas,817,,valid,"Tri Dal, LLC","540 Commerce St, Southlake, TX 76092",(817) 481-2886,http://www.tridal.com/,https://maps.google.com/?cid=10455572693198869013&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone mismatch: TSBPE (817) 319-5141 vs Google (817) 481-2886; Address matches TSBPE and Google; Google website: http://www.tridal.com/,(817) 481-2886,"540  COMMERCE ST, SOUTHLAKE, TX 76092",no,yes,yes
ALAMO PLUMBING A/C & HEAT LLC,(210) 548-1113,"12810 OAK PASS, SAN ANTONIO, TX 78253",12810 OAK PASS,SAN ANTONIO,TX,78253,BEXAR,36584,Current,02/28/2027,SAMUEL LONGORIA,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12105481113,(210) 548-1113,landline_or_mobile,"San Antonio, TX",210,,valid,Alamo Ranch Plumbing,"12222 Potranco Rd, San Antonio, TX 78253",(210) 996-0201,http://www.alamoranchplumbing.com/,https://maps.google.com/?cid=9651599871046317261&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone mismatch: TSBPE (210) 548-1113 vs Google (210) 996-0201; Address differs; prefer Google street address; Google website: http://www.alamoranchplumbing.com/,(210) 996-0201,"12222 Potranco Rd, San Antonio, TX 78253",no,yes,no
CENTEX ELITE PLUMBING LLC,(512) 284-6859,"10007 HERMES DR, AUSTIN, TX 78725",10007 HERMES DR,AUSTIN,TX,78725,TRAVIS,39448,Current,11/30/2026,ISAAC LOPEZ,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+15122846859,(512) 284-6859,landline_or_mobile,"Austin, TX",512,,valid,Centex Plumbing Services,"2208 Oak Hill Dr, Copperas Cove, TX 76522",(254) 368-5181,,https://maps.google.com/?cid=17812982011770680119&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (512) 284-6859 vs Google (254) 368-5181; Address differs; prefer Google street address; Manual review recommended,(254) 368-5181,"2208 Oak Hill Dr, Copperas Cove, TX 76522",no,no,no
LAYMAN PLUMBING LLC,(945) 220-5551,"1210 W MCDERMOTT DR, SUITE 113, ALLEN, TX 75013",1210 W MCDERMOTT DR,ALLEN,TX,75013,COLLIN,45083,Current,07/31/2026,WILLIAM LAYMAN,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19452205551,(945) 220-5551,landline_or_mobile,Texas,945,,valid,Layman Plumbing LLC,"1210 W McDermott Dr Ste 113, Allen, TX 75013",(945) 220-5551,https://laymanplumbing.com/,https://maps.google.com/?cid=8920523259778178976&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; Address matches TSBPE and Google; Google website: https://laymanplumbing.com/,(945) 220-5551,"1210 W MCDERMOTT DR, SUITE 113, ALLEN, TX 75013",yes,yes,yes
MIKES PLUMBING,(512) 636-4160,"PO BOX 6402, ROUND ROCK, TX 78683",PO BOX 6402,ROUND ROCK,TX,78683,WILLIAMSON,20095,Current,09/30/2026,MICHAEL GAVIT,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+15126364160,(512) 636-4160,landline_or_mobile,Texas,512,po_box_address,valid_with_flags,,,,,https://www.google.com/maps/search/?api=1&query=MIKES+PLUMBING+PO+BOX+6402+TX,no_google_listing,low,Google Places: no matching listing found,(512) 636-4160,"PO BOX 6402, ROUND ROCK, TX 78683",,,
UNION PLUMBING,(915) 422-5292,"P.O. BOX 971763, EL PASO, TX 79997",P.O. BOX 971763,EL PASO,TX,79997,EL PASO,37696,Current,02/28/2027,RUBEN CORTEZ,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19154225292,(915) 422-5292,landline_or_mobile,Texas,915,po_box_address,valid_with_flags,UA Local 582 Plumbers & Steamfitters,"1916 W Chapman Ave, Orange, CA 92866",(714) 978-0582,http://www.ualocal582.org/,https://maps.google.com/?cid=1028516540600665424&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (915) 422-5292 vs Google (714) 978-0582; TSBPE PO box; prefer Google street address; Google website: http://www.ualocal582.org/; Manual review recommended,(714) 978-0582,"1916 W Chapman Ave, Orange, CA 92866",no,no,no
BARTSCH SERVICES INC,(281) 364-1944,"1440  LAKE FRONT CIRCLE, SUITE 155, THE WOODLANDS, TX 77380",1440  LAKE FRONT CIRCLE,THE WOODLANDS,TX,77380,MONTGOMERY,37279,Current,07/31/2026,JEFFERY BARTSCH,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12813641944,(281) 364-1944,landline_or_mobile,Texas,281,,valid,Bartsch Services Inc,"1440 Lake Front Cir #155, Spring, TX 77380",(281) 364-1944,,https://maps.google.com/?cid=14114866169545027570&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; Address matches TSBPE and Google,(281) 364-1944,"1440  LAKE FRONT CIRCLE, SUITE 155, THE WOODLANDS, TX 77380",yes,no,yes
CBS MECHANICAL INC.,(940) 387-7568,"5001 W UNIVERSITY DR, DENTON, TX 76207",5001 W UNIVERSITY DR,DENTON,TX,76207,DENTON,17742,Current,11/30/2026,DANIEL KRESS,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19403877568,(940) 387-7568,landline_or_mobile,"Denton, TX",940,,valid,"CBS Mechanical, Inc.","5001 W University Dr, Denton, TX 76207",(940) 387-7568,https://cbsmechanical.com/,https://maps.google.com/?cid=16692002679649102195&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,verified,high,Phone matches TSBPE and Google; Address matches TSBPE and Google; Google website: https://cbsmechanical.com/,(940) 387-7568,"5001 W UNIVERSITY DR, DENTON, TX 76207",yes,yes,yes
KING'S PLUMBING,(956) 565-6444,"1227 S. ILLINOIS, MERCEDES, TX 78570",1227 S. ILLINOIS,MERCEDES,TX,78570,HIDALGO,9252,Current,08/31/2026,DAVID KING,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19565656444,(956) 565-6444,landline_or_mobile,"Mercedes, TX",956,,valid,Plumbing Kings,"5966 S Topaz St, Las Vegas, NV 89120",(702) 234-2345,http://plumbingkingsllc.com/,https://maps.google.com/?cid=2317751135037233818&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (956) 565-6444 vs Google (702) 234-2345; Address differs; prefer Google street address; Google website: http://plumbingkingsllc.com/; Manual review recommended,(702) 234-2345,"5966 S Topaz St, Las Vegas, NV 89120",no,no,no
LONE STAR PLUMBING COMPANY,(806) 239-8449,"4014 88TH PLACE, LUBBOCK, TX 79423",4014 88TH PLACE,LUBBOCK,TX,79423,LUBBOCK,38795,Current,10/31/2026,STEVEN ADAMS,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18062398449,(806) 239-8449,landline_or_mobile,Texas,806,,valid,Lone Star Plumbing Heating & Air,"1615 S 9th St, Slaton, TX 79364",(806) 831-5708,,https://maps.google.com/?cid=9366009214795514264&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (806) 239-8449 vs Google (806) 831-5708; Address differs; prefer Google street address; Manual review recommended,(806) 831-5708,"1615 S 9th St, Slaton, TX 79364",no,no,no
"SALTA PLUMBING, LLC DBA CABLES PLUMBING",(817) 478-1181,"3916 HERITAGE CT, BURLESON, TX 76028",3916 HERITAGE CT,BURLESON,TX,76028,JOHNSON,37501,Current,03/31/2027,DELTON NICHOLSON,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+18174781181,(817) 478-1181,landline_or_mobile,Texas,817,,valid,,,,,https://www.google.com/maps/search/?api=1&query=SALTA+PLUMBING%2C+LLC+DBA+CABLES+PLUMBING+3916+HERITAGE+CT+TX,no_google_listing,low,Google Places: no matching listing found,(817) 478-1181,"3916 HERITAGE CT, BURLESON, TX 76028",,,
CASS STINSON PLUMBING LLC,(469) 371-9298,"PO BOX 284, PALMER, TX 75152",PO BOX 284,PALMER,TX,75152,ELLIS,13152,Current,11/30/2026,BERT STINSON,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+14693719298,(469) 371-9298,landline_or_mobile,Texas,469,po_box_address,valid_with_flags,Stinson Plumbing LLC,"1200 Old Mayfield Rd Ste 100, Paducah, KY 42003",(270) 906-9004,https://stinsonplumbingwky.com/,https://maps.google.com/?cid=3287784831138968273&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (469) 371-9298 vs Google (270) 906-9004; TSBPE PO box; prefer Google street address; Google website: https://stinsonplumbingwky.com/; Manual review recommended,(270) 906-9004,"1200 Old Mayfield Rd Ste 100, Paducah, KY 42003",no,no,no
S & B PLUMBING INC,(281) 898-0202,"12806 E BOURNEWOOD DR, SUGAR LAND, TX 77478",12806 E BOURNEWOOD DR,SUGAR LAND,TX,77478,FORT BEND,16885,Current,09/30/2026,WILLIAM EDMUNDS,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12818980202,(281) 898-0202,landline_or_mobile,Texas,281,,valid,S & B Plumbing,"12806 E Bournewood Dr, Sugar Land, TX 77478",(713) 360-0064,https://www.sandbplumbing.com/,https://maps.google.com/?cid=4449204465524153602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,partial_match,medium,Phone mismatch: TSBPE (281) 898-0202 vs Google (713) 360-0064; Address matches TSBPE and Google; Google website: https://www.sandbplumbing.com/,(713) 360-0064,"12806 E BOURNEWOOD DR, SUGAR LAND, TX 77478",no,yes,yes
METRO PLUMBING,(361) 510-5375,"6010 HUGO DR, CORPUS CHRISTI, TX 78412",6010 HUGO DR,CORPUS CHRISTI,TX,78412,NUECES,17992,Current,09/30/2026,ALEJANDRO MEJIA,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+13615105375,(361) 510-5375,landline_or_mobile,Texas,361,,valid,Metro Plumbing Los Angeles,"11723 Barrington Ct, Los Angeles, CA 90049",(310) 667-7303,http://metroplumbinglosangeles.com/,https://maps.google.com/?cid=9455996822419247643&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (361) 510-5375 vs Google (310) 667-7303; Address differs; prefer Google street address; Google website: http://metroplumbinglosangeles.com/; Manual review recommended,(310) 667-7303,"11723 Barrington Ct, Los Angeles, CA 90049",no,no,no
MECHELL CONTRACTING LLC,(254) 405-1888,"201  HCR 2234, WEST, TX 76691",201  HCR 2234,WEST,TX,76691,MCLENNAN,16904,Current,04/30/2027,DENNIS SMITH,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+12544051888,(254) 405-1888,landline_or_mobile,Texas,254,,valid,,,,,https://www.google.com/maps/search/?api=1&query=MECHELL+CONTRACTING+LLC+201++HCR+2234+TX,no_google_listing,low,Google Places: no matching listing found,(254) 405-1888,"201  HCR 2234, WEST, TX 76691",,,
AGGIELAND PLUMBING,(979) 693-3053,"P. O. BOX 11371, COLLEGE STATION, TX 77842",P. O. BOX 11371,COLLEGE STATION,TX,77842,BRAZOS,18656,Current,04/30/2027,LAYNE HERR,https://aggielandplumbing.com,True,domain_phone_verified,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+19796933053,(979) 693-3053,landline_or_mobile,"College Station, TX",979,po_box_address,valid_with_flags,,,,,https://www.google.com/maps/search/?api=1&query=AGGIELAND+PLUMBING+P.+O.+BOX+11371+TX,no_google_listing,low,Google Places: no matching listing found,(979) 693-3053,"P. O. BOX 11371, COLLEGE STATION, TX 77842",,,
MAG PLUMBING AND SERVICES,(512) 353-4024,"3121 HWY. 21, SAN MARCOS, TX 78666",3121 HWY. 21,SAN MARCOS,TX,78666,HAYS,38328,Current,02/28/2027,ROBERT ROCHA,,False,not_found,TSBPE Responsible Master Plumber Registry,2026-06-10,True,+15123534024,(512) 353-4024,landline_or_mobile,"San Marcos, TX",512,,valid,MAG Plumbing Service,"10867 84th St SE, Alto, MI 49302",(616) 868-0087,https://magplbg.com/,https://maps.google.com/?cid=2565610118346674274&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,conflict,low,Phone mismatch: TSBPE (512) 353-4024 vs Google (616) 868-0087; Address differs; prefer Google street address; Google website: https://magplbg.com/; Manual review recommended,(616) 868-0087,"10867 84th St SE, Alto, MI 49302",no,no,no
